memory_length,nb_attractors,min_attractors,max_attractors,eta,tick
147, 29, 16, 29, 0.007500000000000007, 0
146, 29, 16, 29, 0.007500000000000007, 0
145, 29, 16, 29, 0.007500000000000007, 0
144, 29, 16, 29, 0.007500000000000007, 0
143, 29, 16, 29, 0.007500000000000007, 0
142, 29, 16, 29, 0.007500000000000007, 0
141, 29, 16, 29, 0.007500000000000007, 0
140, 29, 16, 29, 0.007500000000000007, 0
139, 29, 16, 29, 0.007500000000000007, 0
138, 29, 16, 29, 0.007500000000000007, 0
137, 29, 16, 29, 0.007500000000000007, 0
136, 29, 16, 29, 0.007500000000000007, 0
135, 29, 16, 29, 0.007500000000000007, 0
134, 29, 16, 29, 0.007500000000000007, 0
133, 29, 16, 29, 0.007500000000000007, 0
132, 29, 16, 29, 0.007500000000000007, 0
131, 29, 16, 29, 0.007500000000000007, 0
130, 29, 16, 29, 0.007500000000000007, 0
129, 29, 16, 29, 0.007500000000000007, 0
128, 29, 16, 29, 0.007500000000000007, 0
127, 29, 16, 29, 0.007500000000000007, 0
126, 29, 16, 29, 0.007500000000000007, 0
125, 29, 16, 29, 0.007500000000000007, 0
124, 29, 16, 29, 0.007500000000000007, 0
123, 29, 16, 29, 0.007500000000000007, 0
122, 29, 16, 29, 0.007500000000000007, 0
121, 29, 16, 29, 0.007500000000000007, 0
120, 29, 16, 29, 0.007500000000000007, 0
119, 29, 16, 29, 0.007500000000000007, 0
118, 29, 16, 29, 0.007500000000000007, 0
117, 29, 16, 29, 0.007500000000000007, 0
116, 29, 16, 29, 0.007500000000000007, 0
115, 29, 16, 29, 0.007500000000000007, 0
114, 29, 16, 29, 0.007500000000000007, 0
113, 29, 16, 29, 0.007500000000000007, 0
112, 29, 16, 29, 0.007500000000000007, 0
111, 29, 16, 29, 0.007500000000000007, 0
110, 29, 16, 29, 0.007500000000000007, 0
109, 29, 16, 29, 0.007500000000000007, 0
108, 29, 16, 29, 0.007500000000000007, 0
107, 29, 16, 29, 0.007500000000000007, 0
106, 29, 16, 29, 0.007500000000000007, 0
105, 41, 16, 41, 0.007500000000000007, 0
104, 41, 16, 41, 0.007500000000000007, 0
103, 41, 16, 41, 0.007500000000000007, 0
102, 41, 16, 41, 0.007500000000000007, 0
101, 41, 16, 41, 0.007500000000000007, 0
100, 41, 16, 41, 0.007500000000000007, 0
99, 41, 16, 41, 0.007500000000000007, 0
98, 41, 16, 41, 0.007500000000000007, 0
97, 41, 16, 41, 0.007500000000000007, 0
96, 41, 16, 41, 0.007500000000000007, 0
95, 41, 16, 41, 0.007500000000000007, 0
94, 41, 16, 41, 0.007500000000000007, 0
93, 41, 16, 41, 0.007500000000000007, 0
92, 41, 16, 41, 0.007500000000000007, 0
91, 41, 16, 41, 0.007500000000000007, 0
90, 41, 16, 41, 0.007500000000000007, 0
89, 41, 16, 41, 0.007500000000000007, 0
88, 41, 16, 41, 0.007500000000000007, 0
87, 41, 16, 41, 0.007500000000000007, 0
86, 41, 16, 41, 0.007500000000000007, 0
85, 41, 16, 41, 0.007500000000000007, 0
84, 41, 16, 41, 0.007500000000000007, 0
83, 41, 16, 41, 0.007500000000000007, 0
82, 41, 16, 41, 0.007500000000000007, 0
81, 41, 16, 41, 0.007500000000000007, 0
80, 41, 16, 41, 0.007500000000000007, 0
79, 41, 16, 41, 0.007500000000000007, 0
78, 41, 16, 41, 0.007500000000000007, 0
77, 41, 16, 41, 0.007500000000000007, 0
76, 41, 16, 41, 0.007500000000000007, 0
75, 41, 29, 41, 0.007500000000000007, 0
74, 41, 29, 41, 0.007500000000000007, 0
73, 41, 29, 41, 0.007500000000000007, 0
72, 41, 29, 41, 0.007500000000000007, 0
71, 41, 29, 41, 0.007500000000000007, 0
70, 41, 29, 41, 0.007500000000000007, 0
69, 41, 29, 41, 0.007500000000000007, 0
68, 41, 29, 41, 0.007500000000000007, 0
67, 41, 29, 41, 0.007500000000000007, 0
66, 41, 29, 41, 0.007500000000000007, 0
65, 41, 29, 41, 0.007500000000000007, 0
64, 41, 29, 41, 0.007500000000000007, 0
63, 41, 29, 41, 0.007500000000000007, 0
62, 41, 29, 41, 0.007500000000000007, 0
61, 41, 29, 41, 0.007500000000000007, 0
60, 41, 29, 41, 0.007500000000000007, 0
59, 41, 29, 41, 0.007500000000000007, 0
58, 41, 29, 41, 0.007500000000000007, 0
57, 41, 29, 41, 0.007500000000000007, 0
56, 41, 29, 41, 0.007500000000000007, 0
55, 41, 29, 41, 0.007500000000000007, 0
54, 41, 29, 41, 0.007500000000000007, 0
53, 41, 41, 41, 0.15, 0
52, 41, 41, 41, 0.15, 0
51, 41, 41, 41, 0.15, 0
50, 41, 41, 41, 0.15, 0
49, 41, 41, 41, 0.15, 0
48, 41, 41, 41, 0.15, 0
47, 41, 41, 41, 0.15, 0
46, 41, 41, 41, 0.15, 0
45, 41, 41, 41, 0.15, 0
44, 41, 41, 41, 0.15, 0
43, 41, 41, 41, 0.15, 0
42, 41, 41, 41, 0.15, 0
41, 41, 41, 41, 0.15, 0
40, 41, 41, 41, 0.15, 0
39, 41, 41, 41, 0.15, 0
38, 41, 41, 41, 0.15, 0
37, 41, 41, 41, 0.15, 0
36, 41, 41, 41, 0.15, 0
35, 41, 41, 41, 0.15, 0
34, 41, 41, 41, 0.15, 0
33, 41, 41, 41, 0.15, 0
32, 41, 41, 41, 0.15, 0
31, 41, 41, 41, 0.15, 0
30, 41, 41, 41, 0.15, 0
29, 41, 41, 41, 0.15, 0
28, 41, 41, 41, 0.15, 0
27, 41, 41, 41, 0.15, 0
26, 41, 41, 41, 0.15, 0
25, 41, 41, 41, 0.15, 0
24, 41, 41, 41, 0.15, 0
23, 41, 41, 41, 0.15, 0
22, 41, 41, 41, 0.15, 0
21, 41, 41, 41, 0.15, 0
20, 41, 41, 41, 0.15, 0
19, 41, 41, 41, 0.15, 0
18, 41, 41, 41, 0.15, 0
17, 41, 41, 41, 0.15, 0
16, 41, 41, 41, 0.15, 0
15, 41, 41, 41, 0.15, 0
14, 41, 41, 41, 0.15, 0
13, 41, 41, 41, 0.15, 0
12, 41, 41, 41, 0.15, 0
11, 41, 41, 41, 0.15, 0
10, 41, 41, 41, 0.15, 0
9, 41, 41, 41, 0.15, 0
8, 41, 41, 41, 0.15, 0
7, 41, 41, 41, 0.15, 0
6, 41, 41, 41, 0.15, 0
155, 41, 41, 41, 0.15, 1
154, 41, 41, 41, 0.15, 0
153, 41, 41, 41, 0.15, 0
152, 41, 41, 41, 0.15, 0
151, 41, 41, 41, 0.15, 0
150, 41, 41, 41, 0.15, 0
149, 41, 41, 41, 0.15, 0
148, 41, 41, 41, 0.15, 0
147, 41, 41, 41, 0.15, 0
146, 41, 41, 41, 0.15, 0
145, 41, 41, 41, 0.15, 0
144, 41, 41, 41, 0.15, 0
143, 41, 41, 41, 0.15, 0
142, 41, 41, 41, 0.15, 0
141, 41, 41, 41, 0.15, 0
140, 41, 41, 41, 0.15, 0
139, 41, 41, 41, 0.15, 0
138, 41, 41, 41, 0.15, 0
137, 41, 41, 41, 0.15, 0
136, 41, 41, 41, 0.15, 0
135, 41, 41, 41, 0.15, 0
134, 41, 41, 41, 0.15, 0
133, 41, 41, 41, 0.15, 0
132, 41, 41, 41, 0.15, 0
131, 41, 41, 41, 0.15, 0
130, 41, 41, 41, 0.15, 0
129, 41, 41, 41, 0.15, 0
128, 41, 41, 41, 0.15, 0
127, 41, 41, 41, 0.15, 0
126, 41, 41, 41, 0.15, 0
125, 41, 41, 41, 0.15, 0
124, 41, 41, 41, 0.15, 0
123, 41, 41, 41, 0.15, 0
122, 41, 41, 41, 0.15, 0
121, 41, 41, 41, 0.15, 0
120, 41, 41, 41, 0.15, 0
119, 41, 41, 41, 0.15, 0
118, 41, 41, 41, 0.15, 0
117, 41, 41, 41, 0.15, 0
116, 41, 41, 41, 0.15, 0
115, 41, 41, 41, 0.15, 0
114, 41, 41, 41, 0.15, 0
113, 41, 41, 41, 0.15, 0
112, 41, 41, 41, 0.15, 0
111, 41, 41, 41, 0.15, 0
110, 41, 41, 41, 0.15, 0
109, 41, 41, 41, 0.15, 0
108, 41, 41, 41, 0.15, 0
107, 41, 41, 41, 0.15, 0
106, 41, 41, 41, 0.15, 0
105, 41, 41, 41, 0.15, 0
104, 41, 41, 41, 0.15, 0
103, 41, 41, 41, 0.15, 0
102, 41, 41, 41, 0.15, 0
101, 41, 41, 41, 0.15, 0
100, 45, 41, 45, 0.007500000000000062, 0
99, 45, 41, 45, 0.007500000000000062, 0
98, 45, 41, 45, 0.007500000000000062, 0
97, 45, 41, 45, 0.007500000000000062, 0
96, 45, 41, 45, 0.007500000000000062, 0
95, 45, 41, 45, 0.007500000000000062, 0
244, 45, 41, 45, 0.007500000000000062, 1
243, 45, 41, 45, 0.007500000000000062, 0
242, 45, 41, 45, 0.007500000000000062, 0
241, 45, 41, 45, 0.007500000000000062, 0
240, 45, 41, 45, 0.007500000000000062, 0
239, 45, 41, 45, 0.007500000000000062, 0
238, 45, 41, 45, 0.007500000000000062, 0
237, 45, 41, 45, 0.007500000000000062, 0
236, 45, 41, 45, 0.007500000000000062, 0
235, 45, 41, 45, 0.007500000000000062, 0
234, 45, 41, 45, 0.007500000000000062, 0
233, 45, 41, 45, 0.007500000000000062, 0
232, 45, 41, 45, 0.007500000000000062, 0
231, 41, 41, 45, 0.15000000000000013, 0
230, 41, 41, 45, 0.15000000000000013, 0
229, 41, 41, 45, 0.15000000000000013, 0
228, 41, 41, 45, 0.15000000000000013, 0
227, 41, 41, 45, 0.15000000000000013, 0
226, 41, 41, 45, 0.15000000000000013, 0
225, 41, 41, 45, 0.15000000000000013, 0
224, 41, 41, 45, 0.15000000000000013, 0
223, 41, 41, 45, 0.15000000000000013, 0
222, 41, 41, 45, 0.15000000000000013, 0
221, 41, 41, 45, 0.15000000000000013, 0
220, 41, 41, 45, 0.15000000000000013, 0
219, 41, 41, 45, 0.15000000000000013, 0
218, 41, 41, 45, 0.15000000000000013, 0
217, 41, 41, 45, 0.15000000000000013, 0
216, 41, 41, 45, 0.15000000000000013, 0
215, 41, 41, 45, 0.15000000000000013, 0
214, 41, 41, 45, 0.15000000000000013, 0
213, 41, 41, 45, 0.15000000000000013, 0
212, 41, 41, 45, 0.15000000000000013, 0
211, 41, 41, 45, 0.15000000000000013, 0
210, 41, 41, 45, 0.15000000000000013, 0
209, 41, 41, 45, 0.15000000000000013, 0
208, 41, 41, 45, 0.15000000000000013, 0
207, 41, 41, 45, 0.15000000000000013, 0
206, 41, 41, 45, 0.15000000000000013, 0
205, 41, 41, 45, 0.15000000000000013, 0
204, 41, 41, 45, 0.15000000000000013, 0
203, 41, 41, 45, 0.15000000000000013, 0
202, 41, 41, 45, 0.15000000000000013, 0
351, 41, 41, 45, 0.15000000000000013, 1
350, 41, 41, 45, 0.15000000000000013, 0
349, 41, 41, 45, 0.15000000000000013, 0
348, 41, 41, 45, 0.15000000000000013, 0
347, 41, 41, 45, 0.15000000000000013, 0
346, 41, 41, 45, 0.15000000000000013, 0
345, 41, 41, 45, 0.15000000000000013, 0
344, 41, 41, 45, 0.15000000000000013, 0
343, 41, 41, 45, 0.15000000000000013, 0
342, 41, 41, 45, 0.15000000000000013, 0
341, 41, 41, 45, 0.15000000000000013, 0
340, 41, 41, 45, 0.15000000000000013, 0
339, 41, 41, 45, 0.15000000000000013, 0
338, 41, 41, 45, 0.15000000000000013, 0
337, 41, 41, 45, 0.15000000000000013, 0
336, 41, 41, 45, 0.15000000000000013, 0
335, 41, 41, 45, 0.15000000000000013, 0
334, 41, 41, 45, 0.15000000000000013, 0
333, 41, 41, 45, 0.15000000000000013, 0
332, 41, 41, 45, 0.15000000000000013, 0
331, 41, 41, 45, 0.15000000000000013, 0
330, 41, 41, 45, 0.15000000000000013, 0
329, 41, 41, 45, 0.15000000000000013, 0
328, 41, 41, 45, 0.15000000000000013, 0
327, 41, 41, 45, 0.15000000000000013, 0
326, 41, 41, 45, 0.15000000000000013, 0
325, 41, 41, 45, 0.15000000000000013, 0
324, 41, 41, 45, 0.15000000000000013, 0
323, 41, 41, 45, 0.15000000000000013, 0
322, 41, 41, 45, 0.15000000000000013, 0
321, 41, 41, 45, 0.15000000000000013, 0
320, 41, 41, 45, 0.15000000000000013, 0
319, 41, 41, 45, 0.15000000000000013, 0
318, 41, 41, 45, 0.15000000000000013, 0
317, 41, 41, 45, 0.15000000000000013, 0
316, 41, 41, 45, 0.15000000000000013, 0
315, 41, 41, 45, 0.15000000000000013, 0
314, 41, 41, 45, 0.15000000000000013, 0
313, 41, 41, 45, 0.15000000000000013, 0
312, 41, 41, 45, 0.15000000000000013, 0
311, 41, 41, 45, 0.15000000000000013, 0
310, 41, 41, 45, 0.15000000000000013, 0
309, 41, 41, 45, 0.15000000000000013, 0
308, 41, 41, 45, 0.15000000000000013, 0
307, 41, 41, 45, 0.15000000000000013, 0
306, 41, 41, 45, 0.15000000000000013, 0
305, 41, 41, 45, 0.15000000000000013, 0
304, 41, 41, 45, 0.15000000000000013, 0
303, 41, 41, 45, 0.15000000000000013, 0
302, 41, 41, 45, 0.15000000000000013, 0
301, 41, 41, 45, 0.15000000000000013, 0
300, 41, 41, 45, 0.15000000000000013, 0
299, 41, 41, 45, 0.15000000000000013, 0
298, 41, 41, 45, 0.15000000000000013, 0
297, 41, 41, 45, 0.15000000000000013, 0
296, 41, 41, 45, 0.15000000000000013, 0
295, 41, 41, 45, 0.15000000000000013, 0
294, 41, 41, 45, 0.15000000000000013, 0
293, 41, 41, 45, 0.15000000000000013, 0
292, 41, 41, 45, 0.15000000000000013, 0
291, 41, 41, 45, 0.15000000000000013, 0
290, 41, 41, 45, 0.15000000000000013, 0
289, 41, 41, 45, 0.15000000000000013, 0
288, 41, 41, 45, 0.15000000000000013, 0
287, 41, 41, 45, 0.15000000000000013, 0
286, 41, 41, 45, 0.15000000000000013, 0
285, 41, 41, 45, 0.15000000000000013, 0
284, 41, 41, 45, 0.15000000000000013, 0
283, 41, 41, 45, 0.15000000000000013, 0
282, 41, 41, 45, 0.15000000000000013, 0
281, 41, 41, 45, 0.15000000000000013, 0
280, 41, 41, 45, 0.15000000000000013, 0
279, 41, 41, 45, 0.15000000000000013, 0
278, 41, 41, 45, 0.15000000000000013, 0
277, 41, 41, 45, 0.15000000000000013, 0
276, 41, 41, 45, 0.15000000000000013, 0
275, 41, 41, 45, 0.15000000000000013, 0
274, 41, 41, 45, 0.15000000000000013, 0
273, 41, 41, 45, 0.15000000000000013, 0
272, 41, 41, 45, 0.15000000000000013, 0
271, 41, 41, 45, 0.15000000000000013, 0
270, 41, 41, 45, 0.15000000000000013, 0
269, 41, 41, 45, 0.15000000000000013, 0
268, 41, 41, 45, 0.15000000000000013, 0
267, 41, 41, 45, 0.15000000000000013, 0
266, 41, 41, 45, 0.15000000000000013, 0
265, 41, 41, 45, 0.15000000000000013, 0
264, 41, 41, 45, 0.15000000000000013, 0
263, 41, 41, 45, 0.15000000000000013, 0
262, 41, 41, 45, 0.15000000000000013, 0
261, 41, 41, 45, 0.15000000000000013, 0
260, 41, 41, 45, 0.15000000000000013, 0
259, 41, 41, 45, 0.15000000000000013, 0
258, 41, 41, 45, 0.15000000000000013, 0
257, 41, 41, 45, 0.15000000000000013, 0
256, 41, 41, 45, 0.15000000000000013, 0
255, 41, 41, 45, 0.15000000000000013, 0
254, 41, 41, 45, 0.15000000000000013, 0
253, 41, 41, 45, 0.15000000000000013, 0
252, 41, 41, 45, 0.15000000000000013, 0
251, 41, 41, 45, 0.15000000000000013, 0
250, 41, 41, 45, 0.15000000000000013, 0
249, 41, 41, 45, 0.15000000000000013, 0
248, 41, 41, 45, 0.15000000000000013, 0
247, 41, 41, 45, 0.15000000000000013, 0
246, 41, 41, 45, 0.15000000000000013, 0
245, 41, 41, 45, 0.15000000000000013, 0
244, 41, 41, 45, 0.15000000000000013, 0
243, 41, 41, 45, 0.15000000000000013, 0
242, 41, 41, 45, 0.15000000000000013, 0
241, 41, 41, 45, 0.15000000000000013, 0
240, 41, 41, 45, 0.15000000000000013, 0
239, 41, 41, 45, 0.15000000000000013, 0
238, 41, 41, 45, 0.15000000000000013, 0
237, 41, 41, 45, 0.15000000000000013, 0
236, 41, 41, 45, 0.15000000000000013, 0
235, 41, 41, 45, 0.15000000000000013, 0
234, 41, 41, 45, 0.15000000000000013, 0
233, 41, 41, 45, 0.15000000000000013, 0
232, 41, 41, 45, 0.15000000000000013, 0
231, 41, 41, 45, 0.15000000000000013, 0
230, 41, 41, 45, 0.15000000000000013, 0
229, 41, 41, 45, 0.15000000000000013, 0
228, 41, 41, 45, 0.15000000000000013, 0
227, 41, 41, 45, 0.15000000000000013, 0
226, 41, 41, 45, 0.15000000000000013, 0
225, 41, 41, 45, 0.15000000000000013, 0
224, 41, 41, 45, 0.15000000000000013, 0
223, 41, 41, 45, 0.15000000000000013, 0
222, 41, 41, 45, 0.15000000000000013, 0
221, 41, 41, 45, 0.15000000000000013, 0
220, 41, 41, 45, 0.15000000000000013, 0
219, 41, 41, 45, 0.15000000000000013, 0
218, 41, 41, 45, 0.15000000000000013, 0
217, 41, 41, 45, 0.15000000000000013, 0
216, 41, 41, 45, 0.15000000000000013, 0
215, 41, 41, 45, 0.15000000000000013, 0
214, 41, 41, 45, 0.15000000000000013, 0
213, 41, 41, 45, 0.15000000000000013, 0
212, 41, 41, 45, 0.15000000000000013, 0
211, 41, 41, 45, 0.15000000000000013, 0
210, 41, 41, 45, 0.15000000000000013, 0
209, 41, 41, 45, 0.15000000000000013, 0
208, 41, 41, 45, 0.15000000000000013, 0
207, 41, 41, 45, 0.15000000000000013, 0
206, 41, 41, 45, 0.15000000000000013, 0
205, 41, 41, 45, 0.15000000000000013, 0
204, 41, 41, 45, 0.15000000000000013, 0
203, 41, 41, 45, 0.15000000000000013, 0
202, 41, 41, 45, 0.15000000000000013, 0
201, 41, 41, 45, 0.15000000000000013, 0
200, 41, 41, 45, 0.15000000000000013, 0
199, 45, 41, 45, 0.007500000000000062, 0
198, 45, 41, 45, 0.007500000000000062, 0
197, 45, 41, 45, 0.007500000000000062, 0
196, 45, 41, 45, 0.007500000000000062, 0
195, 45, 41, 45, 0.007500000000000062, 0
194, 45, 41, 45, 0.007500000000000062, 0
343, 45, 41, 45, 0.007500000000000062, 1
342, 45, 41, 45, 0.007500000000000062, 0
341, 45, 41, 45, 0.007500000000000062, 0
340, 45, 41, 45, 0.007500000000000062, 0
339, 45, 41, 45, 0.007500000000000062, 0
338, 45, 41, 45, 0.007500000000000062, 0
337, 45, 41, 45, 0.007500000000000062, 0
336, 45, 41, 45, 0.007500000000000062, 0
335, 45, 41, 45, 0.007500000000000062, 0
334, 45, 41, 45, 0.007500000000000062, 0
333, 45, 41, 45, 0.007500000000000062, 0
332, 45, 41, 45, 0.007500000000000062, 0
331, 45, 41, 45, 0.007500000000000062, 0
330, 45, 41, 45, 0.007500000000000062, 0
329, 41, 41, 45, 0.15000000000000013, 0
328, 41, 41, 45, 0.15000000000000013, 0
327, 41, 41, 45, 0.15000000000000013, 0
326, 41, 41, 45, 0.15000000000000013, 0
325, 41, 41, 45, 0.15000000000000013, 0
324, 41, 41, 45, 0.15000000000000013, 0
323, 41, 41, 45, 0.15000000000000013, 0
322, 41, 41, 45, 0.15000000000000013, 0
321, 41, 41, 45, 0.15000000000000013, 0
320, 41, 41, 45, 0.15000000000000013, 0
319, 41, 41, 45, 0.15000000000000013, 0
318, 41, 41, 45, 0.15000000000000013, 0
317, 41, 41, 45, 0.15000000000000013, 0
316, 41, 41, 45, 0.15000000000000013, 0
315, 41, 41, 45, 0.15000000000000013, 0
314, 41, 41, 45, 0.15000000000000013, 0
313, 41, 41, 45, 0.15000000000000013, 0
312, 41, 41, 45, 0.15000000000000013, 0
311, 41, 41, 45, 0.15000000000000013, 0
310, 41, 41, 45, 0.15000000000000013, 0
309, 41, 41, 45, 0.15000000000000013, 0
308, 41, 41, 45, 0.15000000000000013, 0
307, 41, 41, 45, 0.15000000000000013, 0
306, 41, 41, 45, 0.15000000000000013, 0
305, 41, 41, 45, 0.15000000000000013, 0
304, 41, 41, 45, 0.15000000000000013, 0
303, 41, 41, 45, 0.15000000000000013, 0
302, 41, 41, 45, 0.15000000000000013, 0
301, 41, 41, 45, 0.15000000000000013, 0
300, 41, 41, 45, 0.15000000000000013, 0
299, 41, 41, 45, 0.15000000000000013, 0
298, 41, 41, 45, 0.15000000000000013, 0
297, 41, 41, 45, 0.15000000000000013, 0
296, 41, 41, 45, 0.15000000000000013, 0
295, 41, 41, 45, 0.15000000000000013, 0
294, 41, 41, 45, 0.15000000000000013, 0
293, 41, 41, 45, 0.15000000000000013, 0
292, 41, 41, 45, 0.15000000000000013, 0
291, 41, 41, 45, 0.15000000000000013, 0
290, 41, 41, 45, 0.15000000000000013, 0
289, 41, 41, 45, 0.15000000000000013, 0
288, 41, 41, 45, 0.15000000000000013, 0
287, 41, 41, 45, 0.15000000000000013, 0
286, 41, 41, 45, 0.15000000000000013, 0
285, 41, 41, 45, 0.15000000000000013, 0
284, 41, 41, 45, 0.15000000000000013, 0
283, 41, 41, 45, 0.15000000000000013, 0
282, 41, 41, 45, 0.15000000000000013, 0
281, 41, 41, 45, 0.15000000000000013, 0
280, 41, 41, 45, 0.15000000000000013, 0
279, 41, 41, 45, 0.15000000000000013, 0
278, 41, 41, 45, 0.15000000000000013, 0
277, 41, 41, 45, 0.15000000000000013, 0
276, 41, 41, 45, 0.15000000000000013, 0
275, 41, 41, 45, 0.15000000000000013, 0
274, 41, 41, 45, 0.15000000000000013, 0
273, 41, 41, 45, 0.15000000000000013, 0
272, 41, 41, 45, 0.15000000000000013, 0
271, 41, 41, 45, 0.15000000000000013, 0
270, 41, 41, 45, 0.15000000000000013, 0
269, 41, 41, 45, 0.15000000000000013, 0
268, 41, 41, 45, 0.15000000000000013, 0
267, 41, 41, 45, 0.15000000000000013, 0
266, 41, 41, 45, 0.15000000000000013, 0
265, 41, 41, 45, 0.15000000000000013, 0
264, 41, 41, 45, 0.15000000000000013, 0
263, 41, 41, 45, 0.15000000000000013, 0
262, 41, 41, 45, 0.15000000000000013, 0
261, 41, 41, 45, 0.15000000000000013, 0
260, 41, 41, 45, 0.15000000000000013, 0
259, 41, 41, 45, 0.15000000000000013, 0
258, 41, 41, 45, 0.15000000000000013, 0
257, 45, 41, 45, 0.007500000000000062, 0
256, 45, 41, 45, 0.007500000000000062, 0
255, 45, 41, 45, 0.007500000000000062, 0
254, 45, 41, 45, 0.007500000000000062, 0
253, 45, 41, 45, 0.007500000000000062, 0
252, 45, 41, 45, 0.007500000000000062, 0
401, 45, 41, 45, 0.007500000000000062, 1
400, 45, 41, 45, 0.007500000000000062, 0
399, 45, 41, 45, 0.007500000000000062, 0
398, 45, 41, 45, 0.007500000000000062, 0
397, 45, 41, 45, 0.007500000000000062, 0
396, 45, 41, 45, 0.007500000000000062, 0
395, 45, 41, 45, 0.007500000000000062, 0
394, 45, 41, 45, 0.007500000000000062, 0
393, 41, 41, 45, 0.15000000000000013, 0
392, 41, 41, 45, 0.15000000000000013, 0
391, 41, 41, 45, 0.15000000000000013, 0
390, 41, 41, 45, 0.15000000000000013, 0
389, 41, 41, 45, 0.15000000000000013, 0
388, 41, 41, 45, 0.15000000000000013, 0
387, 41, 41, 45, 0.15000000000000013, 0
386, 41, 41, 45, 0.15000000000000013, 0
385, 41, 41, 45, 0.15000000000000013, 0
384, 41, 41, 45, 0.15000000000000013, 0
383, 41, 41, 45, 0.15000000000000013, 0
382, 41, 41, 45, 0.15000000000000013, 0
381, 41, 41, 45, 0.15000000000000013, 0
380, 41, 41, 45, 0.15000000000000013, 0
379, 41, 41, 45, 0.15000000000000013, 0
378, 41, 41, 45, 0.15000000000000013, 0
377, 41, 41, 45, 0.15000000000000013, 0
376, 41, 41, 45, 0.15000000000000013, 0
375, 41, 41, 45, 0.15000000000000013, 0
374, 41, 41, 45, 0.15000000000000013, 0
373, 41, 41, 45, 0.15000000000000013, 0
372, 41, 41, 45, 0.15000000000000013, 0
371, 41, 41, 45, 0.15000000000000013, 0
370, 41, 41, 45, 0.15000000000000013, 0
369, 41, 41, 45, 0.15000000000000013, 0
368, 41, 41, 45, 0.15000000000000013, 0
367, 41, 41, 45, 0.15000000000000013, 0
366, 41, 41, 45, 0.15000000000000013, 0
365, 41, 41, 45, 0.15000000000000013, 0
364, 41, 41, 45, 0.15000000000000013, 0
363, 41, 41, 45, 0.15000000000000013, 0
362, 41, 41, 45, 0.15000000000000013, 0
361, 41, 41, 45, 0.15000000000000013, 0
360, 41, 41, 45, 0.15000000000000013, 0
359, 41, 41, 45, 0.15000000000000013, 0
358, 41, 41, 45, 0.15000000000000013, 0
357, 41, 41, 45, 0.15000000000000013, 0
356, 41, 41, 45, 0.15000000000000013, 0
355, 45, 41, 45, 0.007500000000000062, 0
354, 45, 41, 45, 0.007500000000000062, 0
353, 45, 41, 45, 0.007500000000000062, 0
352, 45, 41, 45, 0.007500000000000062, 0
351, 45, 41, 45, 0.007500000000000062, 0
350, 45, 41, 45, 0.007500000000000062, 0
499, 45, 41, 45, 0.007500000000000062, 1
498, 45, 41, 45, 0.007500000000000062, 0
497, 45, 41, 45, 0.007500000000000062, 0
496, 45, 41, 45, 0.007500000000000062, 0
495, 45, 41, 45, 0.007500000000000062, 0
494, 45, 41, 45, 0.007500000000000062, 0
493, 45, 41, 45, 0.007500000000000062, 0
492, 45, 41, 45, 0.007500000000000062, 0
491, 45, 41, 45, 0.007500000000000062, 0
490, 45, 41, 45, 0.007500000000000062, 0
489, 45, 41, 45, 0.007500000000000062, 0
488, 45, 41, 45, 0.007500000000000062, 0
487, 45, 41, 45, 0.007500000000000062, 0
486, 41, 41, 45, 0.15000000000000013, 0
485, 41, 41, 45, 0.15000000000000013, 0
484, 41, 41, 45, 0.15000000000000013, 0
483, 41, 41, 45, 0.15000000000000013, 0
482, 41, 41, 45, 0.15000000000000013, 0
481, 41, 41, 45, 0.15000000000000013, 0
480, 41, 41, 45, 0.15000000000000013, 0
479, 41, 41, 45, 0.15000000000000013, 0
478, 41, 41, 45, 0.15000000000000013, 0
477, 41, 41, 45, 0.15000000000000013, 0
476, 41, 41, 45, 0.15000000000000013, 0
475, 41, 41, 45, 0.15000000000000013, 0
474, 41, 41, 45, 0.15000000000000013, 0
473, 41, 41, 45, 0.15000000000000013, 0
472, 41, 41, 45, 0.15000000000000013, 0
471, 41, 41, 45, 0.15000000000000013, 0
470, 41, 41, 45, 0.15000000000000013, 0
469, 41, 41, 45, 0.15000000000000013, 0
468, 41, 41, 45, 0.15000000000000013, 0
467, 41, 41, 45, 0.15000000000000013, 0
466, 41, 41, 45, 0.15000000000000013, 0
465, 41, 41, 45, 0.15000000000000013, 0
464, 41, 41, 45, 0.15000000000000013, 0
463, 41, 41, 45, 0.15000000000000013, 0
462, 41, 41, 45, 0.15000000000000013, 0
461, 41, 41, 45, 0.15000000000000013, 0
460, 41, 41, 45, 0.15000000000000013, 0
459, 41, 41, 45, 0.15000000000000013, 0
458, 41, 41, 45, 0.15000000000000013, 0
457, 41, 41, 45, 0.15000000000000013, 0
456, 41, 41, 45, 0.15000000000000013, 0
455, 41, 41, 45, 0.15000000000000013, 0
454, 41, 41, 45, 0.15000000000000013, 0
453, 41, 41, 45, 0.15000000000000013, 0
452, 41, 41, 45, 0.15000000000000013, 0
451, 41, 41, 45, 0.15000000000000013, 0
450, 41, 41, 45, 0.15000000000000013, 0
449, 41, 41, 45, 0.15000000000000013, 0
448, 41, 41, 45, 0.15000000000000013, 0
447, 41, 41, 45, 0.15000000000000013, 0
446, 41, 41, 45, 0.15000000000000013, 0
445, 41, 41, 45, 0.15000000000000013, 0
